train_id,train_type,date,section_id,from_station,to_station,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_minutes,block_length_km,track_type,speed_limit_kmph,rake_length_m,priority_level,headway_seconds,tsr_active,tsr_speed_kmph,platform_assigned,controller_action,conflict_likelihood,propagated_delay_minutes
T10030,suburban,17-09-2025,SEC003,MAS,HWH,07:30:00,09:12:00,07:44:00,09:26:00,14,131,electrified,64,443,2,199,N,0,P8,prioritize,1,0
T10030,suburban,17-09-2025,SEC003,MAS,HWH,07:30:00,09:12:00,07:43:00,09:25:00,13,131,electrified,64,443,2,199,N,0,P7,divert,0.99,0
T10030,suburban,17-09-2025,SEC003,MAS,HWH,07:30:00,09:12:00,07:46:00,09:28:00,16,131,electrified,64,443,2,199,Y,30,P7,reschedule,1,6
T10030,suburban,17-09-2025,SEC003,MAS,HWH,07:30:00,09:12:00,07:30:00,09:12:00,0,131,electrified,64,443,2,199,N,0,P7,prioritize,0.83,0
T10030,suburban,17-09-2025,SEC003,MAS,HWH,07:30:00,09:12:00,07:30:00,09:12:00,0,131,electrified,64,443,2,199,N,0,P7,prioritize,0.76,0
T12778,suburban,10-09-2025,SEC001,NDLS,CNB,05:00:00,06:11:00,05:03:00,06:14:00,3,73,single,62,415,2,319,N,0,P1,none,0.17,2
T12778,suburban,10-09-2025,SEC002,CNB,ALD,06:11:00,07:32:00,06:14:00,07:35:00,3,105,double,78,327,2,560,N,0,P2,hold,0.92,0
T12778,suburban,10-09-2025,SEC003,ALD,MGS,07:32:00,09:29:00,07:43:00,09:40:00,11,131,double,67,396,2,274,N,0,P1,divert,1,0
T12778,suburban,10-09-2025,SEC004,MGS,GAYA,09:29:00,11:43:00,09:38:00,11:52:00,9,172,double,77,393,2,425,N,0,P1,divert,0.22,0
T12778,suburban,10-09-2025,SEC005,GAYA,DHN,11:43:00,14:03:00,11:43:00,14:03:00,0,147,single,63,380,2,481,N,0,P7,none,0.07,0
T12778,suburban,10-09-2025,SEC006,DHN,ASN,14:03:00,15:03:00,14:03:00,15:03:00,0,74,electrified,74,494,2,432,N,0,P7,prioritize,0.73,0
T12778,suburban,10-09-2025,SEC007,ASN,HWH,15:03:00,16:48:00,15:03:00,16:48:00,0,136,single,78,395,2,342,N,0,P6,none,0.18,0
T13185,freight,16-09-2025,SEC007,ASN,HWH,00:03:00,03:19:00,00:09:00,03:25:00,6,136,single,50,1306,3,413,Y,30,P1,none,0.1,0
T13185,freight,16-09-2025,SEC001,NDLS,CNB,12:30:00,13:41:00,12:30:00,13:41:00,0,73,single,63,1324,3,348,Y,60,P1,hold,0.7,2
T13185,freight,16-09-2025,SEC002,CNB,ALD,13:41:00,15:11:00,13:43:00,15:13:00,2,105,electrified,70,1201,3,181,N,0,P1,divert,0.88,0
T13185,freight,16-09-2025,SEC003,ALD,MGS,15:11:00,17:14:00,15:14:00,17:17:00,3,131,single,64,1258,3,530,N,0,P3,none,0.03,0
T13185,freight,16-09-2025,SEC004,MGS,GAYA,17:14:00,20:09:00,17:33:00,20:28:00,19,172,single,59,1126,3,261,N,0,P7,hold,1,0
T13185,freight,16-09-2025,SEC005,GAYA,DHN,20:09:00,22:44:00,20:12:00,22:47:00,3,147,single,57,858,3,367,N,0,P1,none,0.14,0
T13185,freight,16-09-2025,SEC006,DHN,ASN,22:44:00,00:03:00,22:47:00,00:06:00,3,74,double,56,1128,3,418,N,0,P4,none,0.14,0
T15057,freight,11-09-2025,SEC007,ASN,HWH,01:27:00,03:35:00,01:45:00,03:53:00,18,136,single,64,1045,3,450,N,0,P2,none,0.02,0
T15057,freight,11-09-2025,SEC001,NDLS,CNB,12:30:00,13:40:00,12:44:00,13:54:00,14,73,electrified,63,866,3,338,N,0,P4,hold,0.99,2
T15057,freight,11-09-2025,SEC002,CNB,ALD,13:40:00,15:31:00,13:53:00,15:44:00,13,105,double,57,1493,3,376,N,0,P8,divert,0.93,0
T15057,freight,11-09-2025,SEC003,ALD,MGS,15:31:00,18:05:00,15:45:00,18:19:00,14,131,electrified,51,942,3,213,N,0,P6,none,0.06,0
T15057,freight,11-09-2025,SEC004,MGS,GAYA,18:05:00,20:49:00,18:32:00,21:16:00,27,172,electrified,63,1051,3,270,N,0,P7,none,0.4,0
T15057,freight,11-09-2025,SEC005,GAYA,DHN,20:49:00,23:42:00,21:07:00,00:00:00,18,147,electrified,51,1348,3,463,N,0,P1,none,0.26,0
T15057,freight,11-09-2025,SEC006,DHN,ASN,23:42:00,01:27:00,23:59:00,01:44:00,17,74,single,51,835,3,433,Y,30,P7,none,0.15,0
T17455,express,17-09-2025,SEC003,ALD,MGS,01:13:00,02:22:00,01:13:00,02:22:00,0,131,electrified,114,725,1,192,N,0,P5,none,0.29,0
T17455,express,17-09-2025,SEC004,MGS,GAYA,02:22:00,05:23:00,02:22:00,05:23:00,0,172,electrified,93,680,1,356,Y,30,P8,prioritize,0.77,0
T17455,express,17-09-2025,SEC005,GAYA,DHN,05:23:00,06:49:00,05:23:00,06:49:00,0,147,double,102,700,1,290,N,0,P2,none,0.05,0
T17455,express,17-09-2025,SEC006,DHN,ASN,06:49:00,07:27:00,06:49:00,07:27:00,0,74,electrified,118,675,1,417,N,0,P2,none,0.04,0
T17455,express,17-09-2025,SEC007,ASN,HWH,07:27:00,08:30:00,07:36:00,08:39:00,9,136,electrified,129,533,1,292,N,0,P7,reschedule,0.27,0
T17455,express,17-09-2025,SEC001,NDLS,CNB,23:15:00,23:50:00,23:15:00,23:50:00,0,73,double,126,519,1,511,N,0,P2,prioritize,0.9,15
T17455,express,17-09-2025,SEC002,CNB,ALD,23:50:00,01:13:00,23:50:00,01:13:00,0,105,double,107,506,1,355,Y,45,P7,none,0.25,0
T18698,suburban,09-09-2025,SEC001,NDLS,CNB,04:10:00,05:17:00,04:10:00,05:17:00,0,73,double,65,463,2,483,N,0,P4,divert,0.97,12
T18698,suburban,09-09-2025,SEC002,CNB,ALD,05:17:00,06:46:00,05:18:00,06:47:00,1,105,single,71,435,2,246,N,0,P5,none,0.21,0
T18698,suburban,09-09-2025,SEC003,ALD,MGS,06:46:00,08:57:00,06:48:00,08:59:00,2,131,electrified,60,499,2,326,N,0,P2,none,0.17,0
T18698,suburban,09-09-2025,SEC004,MGS,GAYA,08:57:00,11:09:00,09:00:00,11:12:00,3,172,double,78,447,2,548,N,0,P8,none,0.18,0
T18698,suburban,09-09-2025,SEC005,GAYA,DHN,11:09:00,13:31:00,11:11:00,13:33:00,2,147,electrified,62,325,2,254,N,0,P4,none,0.12,0
T18698,suburban,09-09-2025,SEC006,DHN,ASN,13:31:00,14:35:00,13:33:00,14:37:00,2,74,single,69,403,2,309,N,0,P2,none,0.29,0
T18698,suburban,09-09-2025,SEC007,ASN,HWH,14:35:00,16:32:00,14:38:00,16:35:00,3,136,electrified,70,316,2,262,N,0,P4,prioritize,0.71,0
T19178,freight,22-09-2025,SEC001,NDLS,CNB,01:10:00,02:24:00,01:23:00,02:37:00,13,73,double,59,975,3,340,N,0,P7,none,0.27,2
T19178,freight,22-09-2025,SEC002,CNB,ALD,02:24:00,04:07:00,02:35:00,04:18:00,11,105,double,61,1228,3,532,N,0,P4,none,0.26,0
T19178,freight,22-09-2025,SEC003,ALD,MGS,04:07:00,06:27:00,04:21:00,06:41:00,14,131,double,56,1022,3,241,N,0,P6,prioritize,0.94,0
T19178,freight,22-09-2025,SEC004,MGS,GAYA,06:27:00,09:38:00,06:42:00,09:53:00,15,172,electrified,54,1019,3,266,N,0,P2,none,0.13,0
T19178,freight,22-09-2025,SEC005,GAYA,DHN,09:38:00,12:03:00,09:56:00,12:21:00,18,147,electrified,61,1379,3,408,N,0,P4,prioritize,0.73,0
T19178,freight,22-09-2025,SEC006,DHN,ASN,12:03:00,13:18:00,12:22:00,13:37:00,19,74,single,59,1021,3,581,N,0,P8,prioritize,0.8,0
T19178,freight,22-09-2025,SEC007,ASN,HWH,13:18:00,15:16:00,13:38:00,15:36:00,20,136,electrified,69,1255,3,596,N,0,P1,none,0.1,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,Y,30,P7,prioritize,0.82,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:20:00,04:17:00,5,125,electrified,76,331,2,241,N,0,P5,prioritize,0.87,5
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,Y,30,P7,prioritize,0.84,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.83,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.7,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.82,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.96,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:18:00,04:15:00,3,125,electrified,76,331,2,241,N,0,P7,prioritize,0.86,3
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.74,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.84,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P5,prioritize,0.89,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:19:00,04:16:00,4,125,electrified,76,331,2,241,Y,60,P7,prioritize,0.81,4
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.92,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.75,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.98,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.87,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.83,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.97,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.76,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.89,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.89,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.76,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,Y,45,P7,prioritize,0.77,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:22:00,04:19:00,7,125,electrified,76,331,2,241,N,0,P7,prioritize,0.8,7
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:20:00,04:17:00,5,125,electrified,76,331,2,241,N,0,P7,prioritize,0.77,5
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.82,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.82,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P10,prioritize,0.96,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.95,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:21:00,04:18:00,6,125,electrified,76,331,2,241,N,0,P5,prioritize,0.76,6
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,Y,60,P5,prioritize,0.83,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.86,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.82,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.9,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.89,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.82,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:18:00,04:15:00,3,125,electrified,76,331,2,241,N,0,P7,prioritize,0.83,3
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,1,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:16:00,04:13:00,1,125,electrified,76,331,2,241,N,0,P7,prioritize,0.73,1
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:21:00,04:18:00,6,125,electrified,76,331,2,241,N,0,P7,prioritize,0.89,6
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.97,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.96,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.94,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.84,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:19:00,04:16:00,4,125,electrified,76,331,2,241,Y,45,P7,prioritize,0.98,4
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.83,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P3,prioritize,0.83,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.95,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.89,0
T19285,suburban,17-09-2025,SEC004,HWH,SBC,02:15:00,04:12:00,02:15:00,04:12:00,0,125,electrified,76,331,2,241,N,0,P7,prioritize,0.85,0
T21996,express,24-09-2025,SEC001,NDLS,CNB,05:15:00,06:18:00,05:19:00,06:22:00,4,73,electrified,92,510,1,456,Y,45,P8,hold,0.89,1
T21996,express,24-09-2025,SEC002,CNB,ALD,06:18:00,07:24:00,06:20:00,07:26:00,2,105,electrified,96,599,1,556,N,0,P4,prioritize,0.77,0
T21996,express,24-09-2025,SEC003,ALD,MGS,07:24:00,08:43:00,07:33:00,08:52:00,9,131,electrified,100,521,1,584,N,0,P5,reschedule,1,0
T21996,express,24-09-2025,SEC004,MGS,GAYA,08:43:00,10:22:00,08:57:00,10:36:00,14,172,single,104,748,1,193,N,0,P1,none,0.27,0
T21996,express,24-09-2025,SEC005,GAYA,DHN,10:22:00,11:39:00,10:25:00,11:42:00,3,147,double,115,636,1,536,N,0,P7,none,0.08,0
T21996,express,24-09-2025,SEC006,DHN,ASN,11:39:00,12:23:00,11:42:00,12:26:00,3,74,single,100,698,1,296,N,0,P4,none,0.11,0
T21996,express,24-09-2025,SEC007,ASN,HWH,12:23:00,13:59:00,12:27:00,14:03:00,4,136,electrified,103,663,1,574,Y,60,P5,none,0.26,0
T22989,passenger,23-09-2025,SEC001,NDLS,CNB,06:30:00,07:23:00,06:30:00,07:23:00,0,73,double,83,437,2,198,N,0,P1,divert,0.98,17
T22989,passenger,23-09-2025,SEC002,CNB,ALD,07:23:00,08:44:00,07:32:00,08:53:00,9,105,electrified,78,553,2,501,N,0,P3,divert,0.32,0
T22989,passenger,23-09-2025,SEC003,ALD,MGS,08:44:00,10:30:00,08:56:00,10:42:00,12,131,double,74,583,2,592,N,0,P2,none,0.24,0
T22989,passenger,23-09-2025,SEC004,MGS,GAYA,10:30:00,12:18:00,10:32:00,12:20:00,2,172,single,96,434,2,263,N,0,P3,none,0.05,0
T22989,passenger,23-09-2025,SEC005,GAYA,DHN,12:18:00,13:50:00,12:19:00,13:51:00,1,147,double,96,408,2,287,N,0,P2,none,0.25,0
T22989,passenger,23-09-2025,SEC006,DHN,ASN,13:50:00,14:53:00,13:51:00,14:54:00,1,74,double,71,522,2,321,N,0,P7,none,0.27,0
T22989,passenger,23-09-2025,SEC007,ASN,HWH,14:53:00,17:28:00,14:55:00,17:30:00,2,136,single,78,587,2,184,Y,30,P3,none,0.28,0
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,divert,0.7,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,Y,60,P6,divert,0.97,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P5,divert,0.75,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.71,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:43:00,13:29:00,13,137,single,78,553,2,483,N,0,P6,divert,0.8,8
T23134,passenger,17-09-2025,SEC013,ALD,GHY,11:30:00,13:16:00,11:38:00,13:24:00,8,137,single,78,553,2,483,N,0,P6,hold,0.95,7
